// Summary: num_vessel_classes;num_nodes;num_sailing_arcs;num_transshipment_arcs;num_commodities;num_ports
1;42;224;588;4;3
// Vessel classes: vessel_class_id;capacity;available_vessels
0;450;4
// Nodes: id;port_id;time
0;0;0
1;0;12
2;0;24
3;0;36
4;0;48
5;0;60
6;0;72
7;0;84
8;0;96
9;0;108
10;0;120
11;0;132
12;0;144
13;0;156
14;1;0
15;1;12
16;1;24
17;1;36
18;1;48
19;1;60
20;1;72
21;1;84
22;1;96
23;1;108
24;1;120
25;1;132
26;1;144
27;1;156
28;2;0
29;2;12
30;2;24
31;2;36
32;2;48
33;2;60
34;2;72
35;2;84
36;2;96
37;2;108
38;2;120
39;2;132
40;2;144
41;2;156
// Sailing arcs: from_node_id;to_node_id;duration;cost_vc_0
3;39;96;69688
2;38;96;69688
1;37;96;69688
0;36;96;69688
13;34;84;80773.5
12;33;84;80773.5
11;32;84;80773.5
10;31;84;80773.5
9;30;84;80773.5
8;29;84;80773.5
7;28;84;80773.5
6;41;84;80773.5
5;40;84;80773.5
4;39;84;80773.5
3;38;84;80773.5
2;37;84;80773.5
1;36;84;80773.5
0;35;84;80773.5
13;19;72;45089.1
12;18;72;45089.1
11;17;72;45089.1
10;16;72;45089.1
9;15;72;45089.1
8;14;72;45089.1
7;27;72;45089.1
6;26;72;45089.1
5;25;72;45089.1
4;24;72;45089.1
3;23;72;45089.1
2;22;72;45089.1
1;21;72;45089.1
0;20;72;45089.1
13;18;60;41990.8
12;17;60;41990.8
11;16;60;41990.8
10;15;60;41990.8
9;14;60;41990.8
8;27;60;41990.8
7;26;60;41990.8
6;25;60;41990.8
5;24;60;41990.8
4;23;60;41990.8
3;22;60;41990.8
2;21;60;41990.8
1;20;60;41990.8
0;19;60;41990.8
// Transshipment arcs: from_node_id;to_node_id;duration;cost;
41;28;180;2
41;41;168;2
41;40;156;2
41;39;144;2
41;38;132;2
41;37;120;2
41;36;108;2
41;35;96;2
41;34;84;2
41;33;72;2
41;32;60;2
41;31;48;2
41;30;36;2
41;29;24;2
40;41;180;2
40;40;168;2
40;39;156;2
40;38;144;2
40;37;132;2
40;36;120;2
40;35;108;2
40;34;96;2
40;33;84;2
40;32;72;2
40;31;60;2
40;30;48;2
40;29;36;2
40;28;24;2
39;40;180;2
39;39;168;2
39;38;156;2
39;37;144;2
39;36;132;2
39;35;120;2
39;34;108;2
39;33;96;2
39;32;84;2
39;31;72;2
39;30;60;2
39;29;48;2
39;28;36;2
39;41;24;2
38;39;180;2
38;38;168;2
38;37;156;2
38;36;144;2
38;35;132;2
38;34;120;2
38;33;108;2
38;32;96;2
38;31;84;2
38;30;72;2
38;29;60;2
38;28;48;2
38;41;36;2
38;40;24;2
37;38;180;2
37;37;168;2
37;36;156;2
37;35;144;2
37;34;132;2
37;33;120;2
37;32;108;2
37;31;96;2
37;30;84;2
37;29;72;2
37;28;60;2
37;41;48;2
37;40;36;2
37;39;24;2
36;37;180;2
36;36;168;2
36;35;156;2
36;34;144;2
36;33;132;2
36;32;120;2
36;31;108;2
36;30;96;2
36;29;84;2
36;28;72;2
36;41;60;2
36;40;48;2
36;39;36;2
36;38;24;2
35;36;180;2
35;35;168;2
35;34;156;2
35;33;144;2
35;32;132;2
35;31;120;2
35;30;108;2
35;29;96;2
35;28;84;2
35;41;72;2
35;40;60;2
35;39;48;2
35;38;36;2
35;37;24;2
34;35;180;2
34;34;168;2
34;33;156;2
34;32;144;2
34;31;132;2
34;30;120;2
34;29;108;2
34;28;96;2
34;41;84;2
34;40;72;2
34;39;60;2
34;38;48;2
34;37;36;2
34;36;24;2
33;34;180;2
33;33;168;2
33;32;156;2
33;31;144;2
33;30;132;2
33;29;120;2
33;28;108;2
33;41;96;2
33;40;84;2
33;39;72;2
33;38;60;2
33;37;48;2
33;36;36;2
33;35;24;2
32;33;180;2
32;32;168;2
32;31;156;2
32;30;144;2
32;29;132;2
32;28;120;2
32;41;108;2
32;40;96;2
32;39;84;2
32;38;72;2
32;37;60;2
32;36;48;2
32;35;36;2
32;34;24;2
31;32;180;2
31;31;168;2
31;30;156;2
31;29;144;2
31;28;132;2
31;41;120;2
31;40;108;2
31;39;96;2
31;38;84;2
31;37;72;2
31;36;60;2
31;35;48;2
31;34;36;2
31;33;24;2
30;31;180;2
30;30;168;2
30;29;156;2
30;28;144;2
30;41;132;2
30;40;120;2
30;39;108;2
30;38;96;2
30;37;84;2
30;36;72;2
30;35;60;2
30;34;48;2
30;33;36;2
30;32;24;2
29;30;180;2
29;29;168;2
29;28;156;2
29;41;144;2
29;40;132;2
29;39;120;2
29;38;108;2
29;37;96;2
29;36;84;2
29;35;72;2
29;34;60;2
29;33;48;2
29;32;36;2
29;31;24;2
28;29;180;2
28;28;168;2
28;41;156;2
28;40;144;2
28;39;132;2
28;38;120;2
28;37;108;2
28;36;96;2
28;35;84;2
28;34;72;2
28;33;60;2
28;32;48;2
28;31;36;2
28;30;24;2
27;14;180;121
27;27;168;121
27;26;156;121
27;25;144;121
27;24;132;121
27;23;120;121
27;22;108;121
27;21;96;121
27;20;84;121
27;19;72;121
27;18;60;121
27;17;48;121
27;16;36;121
27;15;24;121
26;27;180;121
26;26;168;121
26;25;156;121
26;24;144;121
26;23;132;121
26;22;120;121
26;21;108;121
26;20;96;121
26;19;84;121
26;18;72;121
26;17;60;121
26;16;48;121
26;15;36;121
26;14;24;121
25;26;180;121
25;25;168;121
25;24;156;121
25;23;144;121
25;22;132;121
25;21;120;121
25;20;108;121
25;19;96;121
25;18;84;121
25;17;72;121
25;16;60;121
25;15;48;121
25;14;36;121
25;27;24;121
24;25;180;121
24;24;168;121
24;23;156;121
24;22;144;121
24;21;132;121
24;20;120;121
24;19;108;121
24;18;96;121
24;17;84;121
24;16;72;121
24;15;60;121
24;14;48;121
24;27;36;121
24;26;24;121
23;24;180;121
23;23;168;121
23;22;156;121
23;21;144;121
23;20;132;121
23;19;120;121
23;18;108;121
23;17;96;121
23;16;84;121
23;15;72;121
23;14;60;121
23;27;48;121
23;26;36;121
23;25;24;121
22;23;180;121
22;22;168;121
22;21;156;121
22;20;144;121
22;19;132;121
22;18;120;121
22;17;108;121
22;16;96;121
22;15;84;121
22;14;72;121
22;27;60;121
22;26;48;121
22;25;36;121
22;24;24;121
21;22;180;121
21;21;168;121
21;20;156;121
21;19;144;121
21;18;132;121
21;17;120;121
21;16;108;121
21;15;96;121
21;14;84;121
21;27;72;121
21;26;60;121
21;25;48;121
21;24;36;121
21;23;24;121
20;21;180;121
20;20;168;121
20;19;156;121
20;18;144;121
20;17;132;121
20;16;120;121
20;15;108;121
20;14;96;121
20;27;84;121
20;26;72;121
20;25;60;121
20;24;48;121
20;23;36;121
20;22;24;121
19;20;180;121
19;19;168;121
19;18;156;121
19;17;144;121
19;16;132;121
19;15;120;121
19;14;108;121
19;27;96;121
19;26;84;121
19;25;72;121
19;24;60;121
19;23;48;121
19;22;36;121
19;21;24;121
18;19;180;121
18;18;168;121
18;17;156;121
18;16;144;121
18;15;132;121
18;14;120;121
18;27;108;121
18;26;96;121
18;25;84;121
18;24;72;121
18;23;60;121
18;22;48;121
18;21;36;121
18;20;24;121
17;18;180;121
17;17;168;121
17;16;156;121
17;15;144;121
17;14;132;121
17;27;120;121
17;26;108;121
17;25;96;121
17;24;84;121
17;23;72;121
17;22;60;121
17;21;48;121
17;20;36;121
17;19;24;121
16;17;180;121
16;16;168;121
16;15;156;121
16;14;144;121
16;27;132;121
16;26;120;121
16;25;108;121
16;24;96;121
16;23;84;121
16;22;72;121
16;21;60;121
16;20;48;121
16;19;36;121
16;18;24;121
15;16;180;121
15;15;168;121
15;14;156;121
15;27;144;121
15;26;132;121
15;25;120;121
15;24;108;121
15;23;96;121
15;22;84;121
15;21;72;121
15;20;60;121
15;19;48;121
15;18;36;121
15;17;24;121
14;15;180;121
14;14;168;121
14;27;156;121
14;26;144;121
14;25;132;121
14;24;120;121
14;23;108;121
14;22;96;121
14;21;84;121
14;20;72;121
14;19;60;121
14;18;48;121
14;17;36;121
14;16;24;121
13;0;180;143
13;13;168;143
13;12;156;143
13;11;144;143
13;10;132;143
13;9;120;143
13;8;108;143
13;7;96;143
13;6;84;143
13;5;72;143
13;4;60;143
13;3;48;143
13;2;36;143
13;1;24;143
12;13;180;143
12;12;168;143
12;11;156;143
12;10;144;143
12;9;132;143
12;8;120;143
12;7;108;143
12;6;96;143
12;5;84;143
12;4;72;143
12;3;60;143
12;2;48;143
12;1;36;143
12;0;24;143
11;12;180;143
11;11;168;143
11;10;156;143
11;9;144;143
11;8;132;143
11;7;120;143
11;6;108;143
11;5;96;143
11;4;84;143
11;3;72;143
11;2;60;143
11;1;48;143
11;0;36;143
11;13;24;143
10;11;180;143
10;10;168;143
10;9;156;143
10;8;144;143
10;7;132;143
10;6;120;143
10;5;108;143
10;4;96;143
10;3;84;143
10;2;72;143
10;1;60;143
10;0;48;143
10;13;36;143
10;12;24;143
9;10;180;143
9;9;168;143
9;8;156;143
9;7;144;143
9;6;132;143
9;5;120;143
9;4;108;143
9;3;96;143
9;2;84;143
9;1;72;143
9;0;60;143
9;13;48;143
9;12;36;143
9;11;24;143
8;9;180;143
8;8;168;143
8;7;156;143
8;6;144;143
8;5;132;143
8;4;120;143
8;3;108;143
8;2;96;143
8;1;84;143
8;0;72;143
8;13;60;143
8;12;48;143
8;11;36;143
8;10;24;143
7;8;180;143
7;7;168;143
7;6;156;143
7;5;144;143
7;4;132;143
7;3;120;143
7;2;108;143
7;1;96;143
7;0;84;143
7;13;72;143
7;12;60;143
7;11;48;143
7;10;36;143
7;9;24;143
6;7;180;143
6;6;168;143
6;5;156;143
6;4;144;143
6;3;132;143
6;2;120;143
6;1;108;143
6;0;96;143
6;13;84;143
6;12;72;143
6;11;60;143
6;10;48;143
6;9;36;143
6;8;24;143
5;6;180;143
5;5;168;143
5;4;156;143
5;3;144;143
5;2;132;143
5;1;120;143
5;0;108;143
5;13;96;143
5;12;84;143
5;11;72;143
5;10;60;143
5;9;48;143
5;8;36;143
5;7;24;143
4;5;180;143
4;4;168;143
4;3;156;143
4;2;144;143
4;1;132;143
4;0;120;143
4;13;108;143
4;12;96;143
4;11;84;143
4;10;72;143
4;9;60;143
4;8;48;143
4;7;36;143
4;6;24;143
3;4;180;143
3;3;168;143
3;2;156;143
3;1;144;143
3;0;132;143
3;13;120;143
3;12;108;143
3;11;96;143
3;10;84;143
3;9;72;143
3;8;60;143
3;7;48;143
3;6;36;143
3;5;24;143
2;3;180;143
2;2;168;143
2;1;156;143
2;0;144;143
2;13;132;143
2;12;120;143
2;11;108;143
2;10;96;143
2;9;84;143
2;8;72;143
2;7;60;143
2;6;48;143
2;5;36;143
2;4;24;143
1;2;180;143
1;1;168;143
1;0;156;143
1;13;144;143
1;12;132;143
1;11;120;143
1;10;108;143
1;9;96;143
1;8;84;143
1;7;72;143
1;6;60;143
1;5;48;143
1;4;36;143
1;3;24;143
0;1;180;143
0;0;168;143
0;13;156;143
0;12;144;143
0;11;132;143
0;10;120;143
0;9;108;143
0;8;96;143
0;7;84;143
0;6;72;143
0;5;60;143
0;4;48;143
0;3;36;143
0;2;24;143
// Commodities: demand_id;origin_port_id;destination_port_id;quantity;unit_revenue;max_transit_time
0;0;1;450;760;240
1;1;0;450;780;264
2;1;2;450;590;240
3;2;1;298;760;168
