// Summary: num_vessel_classes;num_nodes;num_sailing_arcs;num_transshipment_arcs;num_commodities;num_ports
1;70;756;980;8;5
// Vessel classes: vessel_class_id;capacity;available_vessels
0;450;4
// Nodes: id;port_id;time
0;0;0
1;0;12
2;0;24
3;0;36
4;0;48
5;0;60
6;0;72
7;0;84
8;0;96
9;0;108
10;0;120
11;0;132
12;0;144
13;0;156
14;1;0
15;1;12
16;1;24
17;1;36
18;1;48
19;1;60
20;1;72
21;1;84
22;1;96
23;1;108
24;1;120
25;1;132
26;1;144
27;1;156
28;2;0
29;2;12
30;2;24
31;2;36
32;2;48
33;2;60
34;2;72
35;2;84
36;2;96
37;2;108
38;2;120
39;2;132
40;2;144
41;2;156
42;3;0
43;3;12
44;3;24
45;3;36
46;3;48
47;3;60
48;3;72
49;3;84
50;3;96
51;3;108
52;3;120
53;3;132
54;3;144
55;3;156
56;4;0
57;4;12
58;4;24
59;4;36
60;4;48
61;4;60
62;4;72
63;4;84
64;4;96
65;4;108
66;4;120
67;4;132
68;4;144
69;4;156
// Sailing arcs: from_node_id;to_node_id;duration;cost_vc_0
59;10;84;112302
58;9;84;112302
57;8;84;112302
56;7;84;112302
69;5;72;119736
68;4;72;119736
67;3;72;119736
66;2;72;119736
65;1;72;119736
64;0;72;119736
63;13;72;119736
62;12;72;119736
61;11;72;119736
60;10;72;119736
59;9;72;119736
58;8;72;119736
57;7;72;119736
56;6;72;119736
69;25;144;81707.5
68;24;144;81707.5
67;23;144;81707.5
66;22;144;81707.5
65;21;144;81707.5
64;20;144;81707.5
63;19;144;81707.5
62;18;144;81707.5
61;17;144;81707.5
60;16;144;81707.5
59;15;144;81707.5
58;14;144;81707.5
57;27;144;81707.5
56;26;144;81707.5
69;24;132;85154.1
68;23;132;85154.1
67;22;132;85154.1
66;21;132;85154.1
65;20;132;85154.1
64;19;132;85154.1
63;18;132;85154.1
62;17;132;85154.1
61;16;132;85154.1
60;15;132;85154.1
59;14;132;85154.1
58;27;132;85154.1
57;26;132;85154.1
56;25;132;85154.1
69;23;120;92779.5
68;22;120;92779.5
67;21;120;92779.5
66;20;120;92779.5
65;19;120;92779.5
64;18;120;92779.5
63;17;120;92779.5
62;16;120;92779.5
61;15;120;92779.5
60;14;120;92779.5
59;27;120;92779.5
58;26;120;92779.5
57;25;120;92779.5
56;24;120;92779.5
55;64;108;64116.8
54;63;108;64116.8
53;62;108;64116.8
52;61;108;64116.8
51;60;108;64116.8
50;59;108;64116.8
49;58;108;64116.8
48;57;108;64116.8
47;56;108;64116.8
46;69;108;64116.8
45;68;108;64116.8
44;67;108;64116.8
43;66;108;64116.8
42;65;108;64116.8
55;63;96;69688
54;62;96;69688
53;61;96;69688
52;60;96;69688
51;59;96;69688
50;58;96;69688
49;57;96;69688
48;56;96;69688
47;69;96;69688
46;68;96;69688
45;67;96;69688
44;66;96;69688
43;65;96;69688
42;64;96;69688
55;62;84;80773.5
54;61;84;80773.5
53;60;84;80773.5
52;59;84;80773.5
51;58;84;80773.5
50;57;84;80773.5
49;56;84;80773.5
48;69;84;80773.5
47;68;84;80773.5
46;67;84;80773.5
45;66;84;80773.5
44;65;84;80773.5
43;64;84;80773.5
42;63;84;80773.5
55;33;72;115052
54;32;72;115052
53;31;72;115052
52;30;72;115052
51;29;72;115052
50;28;72;115052
49;41;72;115052
48;40;72;115052
47;39;72;115052
46;38;72;115052
45;37;72;115052
44;36;72;115052
43;35;72;115052
42;34;72;115052
55;32;60;120687
54;31;60;120687
53;30;60;120687
52;29;60;120687
51;28;60;120687
50;41;60;120687
49;40;60;120687
48;39;60;120687
47;38;60;120687
46;37;60;120687
45;36;60;120687
44;35;60;120687
43;34;60;120687
42;33;60;120687
55;8;108;121260
54;7;108;121260
53;6;108;121260
52;5;108;121260
51;4;108;121260
50;3;108;121260
49;2;108;121260
48;1;108;121260
47;0;108;121260
46;13;108;121260
45;12;108;121260
44;11;108;121260
43;10;108;121260
42;9;108;121260
55;7;96;122233
54;6;96;122233
53;5;96;122233
52;4;96;122233
51;3;96;122233
50;2;96;122233
49;1;96;122233
48;0;96;122233
47;13;96;122233
46;12;96;122233
45;11;96;122233
44;10;96;122233
43;9;96;122233
42;8;96;122233
55;6;84;130772
54;5;84;130772
53;4;84;130772
52;3;84;130772
51;2;84;130772
50;1;84;130772
49;0;84;130772
48;13;84;130772
47;12;84;130772
46;11;84;130772
45;10;84;130772
44;9;84;130772
43;8;84;130772
42;7;84;130772
55;19;72;45089.1
54;18;72;45089.1
53;17;72;45089.1
52;16;72;45089.1
51;15;72;45089.1
50;14;72;45089.1
49;27;72;45089.1
48;26;72;45089.1
47;25;72;45089.1
46;24;72;45089.1
45;23;72;45089.1
44;22;72;45089.1
43;21;72;45089.1
42;20;72;45089.1
55;18;60;41990.8
54;17;60;41990.8
53;16;60;41990.8
52;15;60;41990.8
51;14;60;41990.8
50;27;60;41990.8
49;26;60;41990.8
48;25;60;41990.8
47;24;60;41990.8
46;23;60;41990.8
45;22;60;41990.8
44;21;60;41990.8
43;20;60;41990.8
42;19;60;41990.8
41;47;72;61823.2
40;46;72;61823.2
39;45;72;61823.2
38;44;72;61823.2
37;43;72;61823.2
36;42;72;61823.2
35;55;72;61823.2
34;54;72;61823.2
33;53;72;61823.2
32;52;72;61823.2
31;51;72;61823.2
30;50;72;61823.2
29;49;72;61823.2
28;48;72;61823.2
41;46;60;67458.1
40;45;60;67458.1
39;44;60;67458.1
38;43;60;67458.1
37;42;60;67458.1
36;55;60;67458.1
35;54;60;67458.1
34;53;60;67458.1
33;52;60;67458.1
32;51;60;67458.1
31;50;60;67458.1
30;49;60;67458.1
29;48;60;67458.1
28;47;60;67458.1
41;62;84;52165.1
40;61;84;52165.1
39;60;84;52165.1
38;59;84;52165.1
37;58;84;52165.1
36;57;84;52165.1
35;56;84;52165.1
34;69;84;52165.1
33;68;84;52165.1
32;67;84;52165.1
31;66;84;52165.1
30;65;84;52165.1
29;64;84;52165.1
28;63;84;52165.1
41;61;72;56607.8
40;60;72;56607.8
39;59;72;56607.8
38;58;72;56607.8
37;57;72;56607.8
36;56;72;56607.8
35;69;72;56607.8
34;68;72;56607.8
33;67;72;56607.8
32;66;72;56607.8
31;65;72;56607.8
30;64;72;56607.8
29;63;72;56607.8
28;62;72;56607.8
41;7;96;114351
40;6;96;114351
39;5;96;114351
38;4;96;114351
37;3;96;114351
36;2;96;114351
35;1;96;114351
34;0;96;114351
33;13;96;114351
32;12;96;114351
31;11;96;114351
30;10;96;114351
29;9;96;114351
28;8;96;114351
41;6;84;111623
40;5;84;111623
39;4;84;111623
38;3;84;111623
37;2;84;111623
36;1;84;111623
35;0;84;111623
34;13;84;111623
33;12;84;111623
32;11;84;111623
31;10;84;111623
30;9;84;111623
29;8;84;111623
28;7;84;111623
41;5;72;118675
40;4;72;118675
39;3;72;118675
38;2;72;118675
37;1;72;118675
36;0;72;118675
35;13;72;118675
34;12;72;118675
33;11;72;118675
32;10;72;118675
31;9;72;118675
30;8;72;118675
29;7;72;118675
28;6;72;118675
41;22;108;63228.7
40;21;108;63228.7
39;20;108;63228.7
38;19;108;63228.7
37;18;108;63228.7
36;17;108;63228.7
35;16;108;63228.7
34;15;108;63228.7
33;14;108;63228.7
32;27;108;63228.7
31;26;108;63228.7
30;25;108;63228.7
29;24;108;63228.7
28;23;108;63228.7
41;21;96;62749.2
40;20;96;62749.2
39;19;96;62749.2
38;18;96;62749.2
37;17;96;62749.2
36;16;96;62749.2
35;15;96;62749.2
34;14;96;62749.2
33;27;96;62749.2
32;26;96;62749.2
31;25;96;62749.2
30;24;96;62749.2
29;23;96;62749.2
28;22;96;62749.2
41;20;84;70463.5
40;19;84;70463.5
39;18;84;70463.5
38;17;84;70463.5
37;16;84;70463.5
36;15;84;70463.5
35;14;84;70463.5
34;27;84;70463.5
33;26;84;70463.5
32;25;84;70463.5
31;24;84;70463.5
30;23;84;70463.5
29;22;84;70463.5
28;21;84;70463.5
27;47;72;59682.1
26;46;72;59682.1
25;45;72;59682.1
24;44;72;59682.1
23;43;72;59682.1
22;42;72;59682.1
21;55;72;59682.1
20;54;72;59682.1
19;53;72;59682.1
18;52;72;59682.1
17;51;72;59682.1
16;50;72;59682.1
15;49;72;59682.1
14;48;72;59682.1
27;46;60;56583.8
26;45;60;56583.8
25;44;60;56583.8
24;43;60;56583.8
23;42;60;56583.8
22;55;60;56583.8
21;54;60;56583.8
20;53;60;56583.8
19;52;60;56583.8
18;51;60;56583.8
17;50;60;56583.8
16;49;60;56583.8
15;48;60;56583.8
14;47;60;56583.8
27;67;144;80984.5
26;66;144;80984.5
25;65;144;80984.5
24;64;144;80984.5
23;63;144;80984.5
22;62;144;80984.5
21;61;144;80984.5
20;60;144;80984.5
19;59;144;80984.5
18;58;144;80984.5
17;57;144;80984.5
16;56;144;80984.5
15;69;144;80984.5
14;68;144;80984.5
27;66;132;84431.1
26;65;132;84431.1
25;64;132;84431.1
24;63;132;84431.1
23;62;132;84431.1
22;61;132;84431.1
21;60;132;84431.1
20;59;132;84431.1
19;58;132;84431.1
18;57;132;84431.1
17;56;132;84431.1
16;69;132;84431.1
15;68;132;84431.1
14;67;132;84431.1
27;65;120;92056.5
26;64;120;92056.5
25;63;120;92056.5
24;62;120;92056.5
23;61;120;92056.5
22;60;120;92056.5
21;59;120;92056.5
20;58;120;92056.5
19;57;120;92056.5
18;56;120;92056.5
17;69;120;92056.5
16;68;120;92056.5
15;67;120;92056.5
14;66;120;92056.5
27;36;108;131051
26;35;108;131051
25;34;108;131051
24;33;108;131051
23;32;108;131051
22;31;108;131051
21;30;108;131051
20;29;108;131051
19;28;108;131051
18;41;108;131051
17;40;108;131051
16;39;108;131051
15;38;108;131051
14;37;108;131051
27;35;96;130571
26;34;96;130571
25;33;96;130571
24;32;96;130571
23;31;96;130571
22;30;96;130571
21;29;96;130571
20;28;96;130571
19;41;96;130571
18;40;96;130571
17;39;96;130571
16;38;96;130571
15;37;96;130571
14;36;96;130571
27;34;84;138285
26;33;84;138285
25;32;84;138285
24;31;84;138285
23;30;84;138285
22;29;84;138285
21;28;84;138285
20;41;84;138285
19;40;84;138285
18;39;84;138285
17;38;84;138285
16;37;84;138285
15;36;84;138285
14;35;84;138285
27;10;132;133593
26;9;132;133593
25;8;132;133593
24;7;132;133593
23;6;132;133593
22;5;132;133593
21;4;132;133593
20;3;132;133593
19;2;132;133593
18;1;132;133593
17;0;132;133593
16;13;132;133593
15;12;132;133593
14;11;132;133593
27;9;120;137292
26;8;120;137292
25;7;120;137292
24;6;120;137292
23;5;120;137292
22;4;120;137292
21;3;120;137292
20;2;120;137292
19;1;120;137292
18;0;120;137292
17;13;120;137292
16;12;120;137292
15;11;120;137292
14;10;120;137292
27;8;108;145553
26;7;108;145553
25;6;108;145553
24;5;108;145553
23;4;108;145553
22;3;108;145553
21;2;108;145553
20;1;108;145553
19;0;108;145553
18;13;108;145553
17;12;108;145553
16;11;108;145553
15;10;108;145553
14;9;108;145553
13;50;108;78245.7
12;49;108;78245.7
11;48;108;78245.7
10;47;108;78245.7
9;46;108;78245.7
8;45;108;78245.7
7;44;108;78245.7
6;43;108;78245.7
5;42;108;78245.7
4;55;108;78245.7
3;54;108;78245.7
2;53;108;78245.7
1;52;108;78245.7
0;51;108;78245.7
13;49;96;79218.5
12;48;96;79218.5
11;47;96;79218.5
10;46;96;79218.5
9;45;96;79218.5
8;44;96;79218.5
7;43;96;79218.5
6;42;96;79218.5
5;55;96;79218.5
4;54;96;79218.5
3;53;96;79218.5
2;52;96;79218.5
1;51;96;79218.5
0;50;96;79218.5
13;48;84;87758.3
12;47;84;87758.3
11;46;84;87758.3
10;45;84;87758.3
9;44;84;87758.3
8;43;84;87758.3
7;42;84;87758.3
6;55;84;87758.3
5;54;84;87758.3
4;53;84;87758.3
3;52;84;87758.3
2;51;84;87758.3
1;50;84;87758.3
0;49;84;87758.3
13;63;96;56190.6
12;62;96;56190.6
11;61;96;56190.6
10;60;96;56190.6
9;59;96;56190.6
8;58;96;56190.6
7;57;96;56190.6
6;56;96;56190.6
5;69;96;56190.6
4;68;96;56190.6
3;67;96;56190.6
2;66;96;56190.6
1;65;96;56190.6
0;64;96;56190.6
13;62;84;53972.1
12;61;84;53972.1
11;60;84;53972.1
10;59;84;53972.1
9;58;84;53972.1
8;57;84;53972.1
7;56;84;53972.1
6;69;84;53972.1
5;68;84;53972.1
4;67;84;53972.1
3;66;84;53972.1
2;65;84;53972.1
1;64;84;53972.1
0;63;84;53972.1
13;61;72;61405.9
12;60;72;61405.9
11;59;72;61405.9
10;58;72;61405.9
9;57;72;61405.9
8;56;72;61405.9
7;69;72;61405.9
6;68;72;61405.9
5;67;72;61405.9
4;66;72;61405.9
3;65;72;61405.9
2;64;72;61405.9
1;63;72;61405.9
0;62;72;61405.9
13;35;96;124566
12;34;96;124566
11;33;96;124566
10;32;96;124566
9;31;96;124566
8;30;96;124566
7;29;96;124566
6;28;96;124566
5;41;96;124566
4;40;96;124566
3;39;96;124566
2;38;96;124566
1;37;96;124566
0;36;96;124566
13;34;84;121838
12;33;84;121838
11;32;84;121838
10;31;84;121838
9;30;84;121838
8;29;84;121838
7;28;84;121838
6;41;84;121838
5;40;84;121838
4;39;84;121838
3;38;84;121838
2;37;84;121838
1;36;84;121838
0;35;84;121838
13;33;72;128890
12;32;72;128890
11;31;72;128890
10;30;72;128890
9;29;72;128890
8;28;72;128890
7;41;72;128890
6;40;72;128890
5;39;72;128890
4;38;72;128890
3;37;72;128890
2;36;72;128890
1;35;72;128890
0;34;72;128890
13;24;132;75986
12;23;132;75986
11;22;132;75986
10;21;132;75986
9;20;132;75986
8;19;132;75986
7;18;132;75986
6;17;132;75986
5;16;132;75986
4;15;132;75986
3;14;132;75986
2;27;132;75986
1;26;132;75986
0;25;132;75986
13;23;120;79685.3
12;22;120;79685.3
11;21;120;79685.3
10;20;120;79685.3
9;19;120;79685.3
8;18;120;79685.3
7;17;120;79685.3
6;16;120;79685.3
5;15;120;79685.3
4;14;120;79685.3
3;27;120;79685.3
2;26;120;79685.3
1;25;120;79685.3
0;24;120;79685.3
13;22;108;87945.6
12;21;108;87945.6
11;20;108;87945.6
10;19;108;87945.6
9;18;108;87945.6
8;17;108;87945.6
7;16;108;87945.6
6;15;108;87945.6
5;14;108;87945.6
4;27;108;87945.6
3;26;108;87945.6
2;25;108;87945.6
1;24;108;87945.6
0;23;108;87945.6
// Transshipment arcs: from_node_id;to_node_id;duration;cost;
69;56;180;2
69;69;168;2
69;68;156;2
69;67;144;2
69;66;132;2
69;65;120;2
69;64;108;2
69;63;96;2
69;62;84;2
69;61;72;2
69;60;60;2
69;59;48;2
69;58;36;2
69;57;24;2
68;69;180;2
68;68;168;2
68;67;156;2
68;66;144;2
68;65;132;2
68;64;120;2
68;63;108;2
68;62;96;2
68;61;84;2
68;60;72;2
68;59;60;2
68;58;48;2
68;57;36;2
68;56;24;2
67;68;180;2
67;67;168;2
67;66;156;2
67;65;144;2
67;64;132;2
67;63;120;2
67;62;108;2
67;61;96;2
67;60;84;2
67;59;72;2
67;58;60;2
67;57;48;2
67;56;36;2
67;69;24;2
66;67;180;2
66;66;168;2
66;65;156;2
66;64;144;2
66;63;132;2
66;62;120;2
66;61;108;2
66;60;96;2
66;59;84;2
66;58;72;2
66;57;60;2
66;56;48;2
66;69;36;2
66;68;24;2
65;66;180;2
65;65;168;2
65;64;156;2
65;63;144;2
65;62;132;2
65;61;120;2
65;60;108;2
65;59;96;2
65;58;84;2
65;57;72;2
65;56;60;2
65;69;48;2
65;68;36;2
65;67;24;2
64;65;180;2
64;64;168;2
64;63;156;2
64;62;144;2
64;61;132;2
64;60;120;2
64;59;108;2
64;58;96;2
64;57;84;2
64;56;72;2
64;69;60;2
64;68;48;2
64;67;36;2
64;66;24;2
63;64;180;2
63;63;168;2
63;62;156;2
63;61;144;2
63;60;132;2
63;59;120;2
63;58;108;2
63;57;96;2
63;56;84;2
63;69;72;2
63;68;60;2
63;67;48;2
63;66;36;2
63;65;24;2
62;63;180;2
62;62;168;2
62;61;156;2
62;60;144;2
62;59;132;2
62;58;120;2
62;57;108;2
62;56;96;2
62;69;84;2
62;68;72;2
62;67;60;2
62;66;48;2
62;65;36;2
62;64;24;2
61;62;180;2
61;61;168;2
61;60;156;2
61;59;144;2
61;58;132;2
61;57;120;2
61;56;108;2
61;69;96;2
61;68;84;2
61;67;72;2
61;66;60;2
61;65;48;2
61;64;36;2
61;63;24;2
60;61;180;2
60;60;168;2
60;59;156;2
60;58;144;2
60;57;132;2
60;56;120;2
60;69;108;2
60;68;96;2
60;67;84;2
60;66;72;2
60;65;60;2
60;64;48;2
60;63;36;2
60;62;24;2
59;60;180;2
59;59;168;2
59;58;156;2
59;57;144;2
59;56;132;2
59;69;120;2
59;68;108;2
59;67;96;2
59;66;84;2
59;65;72;2
59;64;60;2
59;63;48;2
59;62;36;2
59;61;24;2
58;59;180;2
58;58;168;2
58;57;156;2
58;56;144;2
58;69;132;2
58;68;120;2
58;67;108;2
58;66;96;2
58;65;84;2
58;64;72;2
58;63;60;2
58;62;48;2
58;61;36;2
58;60;24;2
57;58;180;2
57;57;168;2
57;56;156;2
57;69;144;2
57;68;132;2
57;67;120;2
57;66;108;2
57;65;96;2
57;64;84;2
57;63;72;2
57;62;60;2
57;61;48;2
57;60;36;2
57;59;24;2
56;57;180;2
56;56;168;2
56;69;156;2
56;68;144;2
56;67;132;2
56;66;120;2
56;65;108;2
56;64;96;2
56;63;84;2
56;62;72;2
56;61;60;2
56;60;48;2
56;59;36;2
56;58;24;2
55;42;180;143
55;55;168;143
55;54;156;143
55;53;144;143
55;52;132;143
55;51;120;143
55;50;108;143
55;49;96;143
55;48;84;143
55;47;72;143
55;46;60;143
55;45;48;143
55;44;36;143
55;43;24;143
54;55;180;143
54;54;168;143
54;53;156;143
54;52;144;143
54;51;132;143
54;50;120;143
54;49;108;143
54;48;96;143
54;47;84;143
54;46;72;143
54;45;60;143
54;44;48;143
54;43;36;143
54;42;24;143
53;54;180;143
53;53;168;143
53;52;156;143
53;51;144;143
53;50;132;143
53;49;120;143
53;48;108;143
53;47;96;143
53;46;84;143
53;45;72;143
53;44;60;143
53;43;48;143
53;42;36;143
53;55;24;143
52;53;180;143
52;52;168;143
52;51;156;143
52;50;144;143
52;49;132;143
52;48;120;143
52;47;108;143
52;46;96;143
52;45;84;143
52;44;72;143
52;43;60;143
52;42;48;143
52;55;36;143
52;54;24;143
51;52;180;143
51;51;168;143
51;50;156;143
51;49;144;143
51;48;132;143
51;47;120;143
51;46;108;143
51;45;96;143
51;44;84;143
51;43;72;143
51;42;60;143
51;55;48;143
51;54;36;143
51;53;24;143
50;51;180;143
50;50;168;143
50;49;156;143
50;48;144;143
50;47;132;143
50;46;120;143
50;45;108;143
50;44;96;143
50;43;84;143
50;42;72;143
50;55;60;143
50;54;48;143
50;53;36;143
50;52;24;143
49;50;180;143
49;49;168;143
49;48;156;143
49;47;144;143
49;46;132;143
49;45;120;143
49;44;108;143
49;43;96;143
49;42;84;143
49;55;72;143
49;54;60;143
49;53;48;143
49;52;36;143
49;51;24;143
48;49;180;143
48;48;168;143
48;47;156;143
48;46;144;143
48;45;132;143
48;44;120;143
48;43;108;143
48;42;96;143
48;55;84;143
48;54;72;143
48;53;60;143
48;52;48;143
48;51;36;143
48;50;24;143
47;48;180;143
47;47;168;143
47;46;156;143
47;45;144;143
47;44;132;143
47;43;120;143
47;42;108;143
47;55;96;143
47;54;84;143
47;53;72;143
47;52;60;143
47;51;48;143
47;50;36;143
47;49;24;143
46;47;180;143
46;46;168;143
46;45;156;143
46;44;144;143
46;43;132;143
46;42;120;143
46;55;108;143
46;54;96;143
46;53;84;143
46;52;72;143
46;51;60;143
46;50;48;143
46;49;36;143
46;48;24;143
45;46;180;143
45;45;168;143
45;44;156;143
45;43;144;143
45;42;132;143
45;55;120;143
45;54;108;143
45;53;96;143
45;52;84;143
45;51;72;143
45;50;60;143
45;49;48;143
45;48;36;143
45;47;24;143
44;45;180;143
44;44;168;143
44;43;156;143
44;42;144;143
44;55;132;143
44;54;120;143
44;53;108;143
44;52;96;143
44;51;84;143
44;50;72;143
44;49;60;143
44;48;48;143
44;47;36;143
44;46;24;143
43;44;180;143
43;43;168;143
43;42;156;143
43;55;144;143
43;54;132;143
43;53;120;143
43;52;108;143
43;51;96;143
43;50;84;143
43;49;72;143
43;48;60;143
43;47;48;143
43;46;36;143
43;45;24;143
42;43;180;143
42;42;168;143
42;55;156;143
42;54;144;143
42;53;132;143
42;52;120;143
42;51;108;143
42;50;96;143
42;49;84;143
42;48;72;143
42;47;60;143
42;46;48;143
42;45;36;143
42;44;24;143
41;28;180;49
41;41;168;49
41;40;156;49
41;39;144;49
41;38;132;49
41;37;120;49
41;36;108;49
41;35;96;49
41;34;84;49
41;33;72;49
41;32;60;49
41;31;48;49
41;30;36;49
41;29;24;49
40;41;180;49
40;40;168;49
40;39;156;49
40;38;144;49
40;37;132;49
40;36;120;49
40;35;108;49
40;34;96;49
40;33;84;49
40;32;72;49
40;31;60;49
40;30;48;49
40;29;36;49
40;28;24;49
39;40;180;49
39;39;168;49
39;38;156;49
39;37;144;49
39;36;132;49
39;35;120;49
39;34;108;49
39;33;96;49
39;32;84;49
39;31;72;49
39;30;60;49
39;29;48;49
39;28;36;49
39;41;24;49
38;39;180;49
38;38;168;49
38;37;156;49
38;36;144;49
38;35;132;49
38;34;120;49
38;33;108;49
38;32;96;49
38;31;84;49
38;30;72;49
38;29;60;49
38;28;48;49
38;41;36;49
38;40;24;49
37;38;180;49
37;37;168;49
37;36;156;49
37;35;144;49
37;34;132;49
37;33;120;49
37;32;108;49
37;31;96;49
37;30;84;49
37;29;72;49
37;28;60;49
37;41;48;49
37;40;36;49
37;39;24;49
36;37;180;49
36;36;168;49
36;35;156;49
36;34;144;49
36;33;132;49
36;32;120;49
36;31;108;49
36;30;96;49
36;29;84;49
36;28;72;49
36;41;60;49
36;40;48;49
36;39;36;49
36;38;24;49
35;36;180;49
35;35;168;49
35;34;156;49
35;33;144;49
35;32;132;49
35;31;120;49
35;30;108;49
35;29;96;49
35;28;84;49
35;41;72;49
35;40;60;49
35;39;48;49
35;38;36;49
35;37;24;49
34;35;180;49
34;34;168;49
34;33;156;49
34;32;144;49
34;31;132;49
34;30;120;49
34;29;108;49
34;28;96;49
34;41;84;49
34;40;72;49
34;39;60;49
34;38;48;49
34;37;36;49
34;36;24;49
33;34;180;49
33;33;168;49
33;32;156;49
33;31;144;49
33;30;132;49
33;29;120;49
33;28;108;49
33;41;96;49
33;40;84;49
33;39;72;49
33;38;60;49
33;37;48;49
33;36;36;49
33;35;24;49
32;33;180;49
32;32;168;49
32;31;156;49
32;30;144;49
32;29;132;49
32;28;120;49
32;41;108;49
32;40;96;49
32;39;84;49
32;38;72;49
32;37;60;49
32;36;48;49
32;35;36;49
32;34;24;49
31;32;180;49
31;31;168;49
31;30;156;49
31;29;144;49
31;28;132;49
31;41;120;49
31;40;108;49
31;39;96;49
31;38;84;49
31;37;72;49
31;36;60;49
31;35;48;49
31;34;36;49
31;33;24;49
30;31;180;49
30;30;168;49
30;29;156;49
30;28;144;49
30;41;132;49
30;40;120;49
30;39;108;49
30;38;96;49
30;37;84;49
30;36;72;49
30;35;60;49
30;34;48;49
30;33;36;49
30;32;24;49
29;30;180;49
29;29;168;49
29;28;156;49
29;41;144;49
29;40;132;49
29;39;120;49
29;38;108;49
29;37;96;49
29;36;84;49
29;35;72;49
29;34;60;49
29;33;48;49
29;32;36;49
29;31;24;49
28;29;180;49
28;28;168;49
28;41;156;49
28;40;144;49
28;39;132;49
28;38;120;49
28;37;108;49
28;36;96;49
28;35;84;49
28;34;72;49
28;33;60;49
28;32;48;49
28;31;36;49
28;30;24;49
27;14;180;121
27;27;168;121
27;26;156;121
27;25;144;121
27;24;132;121
27;23;120;121
27;22;108;121
27;21;96;121
27;20;84;121
27;19;72;121
27;18;60;121
27;17;48;121
27;16;36;121
27;15;24;121
26;27;180;121
26;26;168;121
26;25;156;121
26;24;144;121
26;23;132;121
26;22;120;121
26;21;108;121
26;20;96;121
26;19;84;121
26;18;72;121
26;17;60;121
26;16;48;121
26;15;36;121
26;14;24;121
25;26;180;121
25;25;168;121
25;24;156;121
25;23;144;121
25;22;132;121
25;21;120;121
25;20;108;121
25;19;96;121
25;18;84;121
25;17;72;121
25;16;60;121
25;15;48;121
25;14;36;121
25;27;24;121
24;25;180;121
24;24;168;121
24;23;156;121
24;22;144;121
24;21;132;121
24;20;120;121
24;19;108;121
24;18;96;121
24;17;84;121
24;16;72;121
24;15;60;121
24;14;48;121
24;27;36;121
24;26;24;121
23;24;180;121
23;23;168;121
23;22;156;121
23;21;144;121
23;20;132;121
23;19;120;121
23;18;108;121
23;17;96;121
23;16;84;121
